test_id,node,test_category,test_description,test,result,failure_reason
1,cmp308,Hardware,Power supply state,Power supply 1,PASS
2,cmp308,Hardware,Power supply state,Power supply 3,PASS
3,cmp308,Hardware,Power supply state,Power supply 2,PASS
4,cmp308,Hardware,Power supply state,Power supply 5,FAIL,Power supply state is "powerLoss"
5,cmp308,Hardware,Power supply state,Power supply 4,FAIL,Power supply state is "powerLoss"
6,cmp308,Hardware,Power supply state,Power supply 6,FAIL,Power supply state is "powerLoss"
7,smv462,Hardware,Power supply state,Power supply 1,PASS
8,smv462,Hardware,Power supply state,Power supply 2,FAIL,Power supply state is "powerLoss"
9,ta366,Hardware,Power supply state,Power supply 1,PASS
10,ta366,Hardware,Power supply state,Power supply 2,FAIL,Power supply state is "powerLoss"
11,ta367,Hardware,Power supply state,Power supply 1,PASS
12,ta367,Hardware,Power supply state,Power supply 2,FAIL,Power supply state is "powerLoss"
13,ta368,Hardware,Power supply state,Power supply 1,PASS
14,ta368,Hardware,Power supply state,Power supply 2,FAIL,Power supply state is "powerLoss"
15,ta373,Hardware,Power supply state,Power supply 1,PASS
16,ta373,Hardware,Power supply state,Power supply 2,FAIL,Power supply state is "powerLoss"
17,up522,Hardware,Power supply state,Power supply 1,PASS
18,up522,Hardware,Power supply state,Power supply 2,FAIL,Power supply state is "powerLoss"
19,cmp308,Hardware,fan status (power supplies),PowerSupply1,PASS
20,cmp308,Hardware,fan status (power supplies),PowerSupply2,PASS
21,cmp308,Hardware,fan status (power supplies),PowerSupply3,PASS
22,cmp308,Hardware,fan status (power supplies),PowerSupply4,PASS
23,cmp308,Hardware,fan status (power supplies),PowerSupply5,PASS
24,cmp308,Hardware,fan status (power supplies),PowerSupply6,PASS
25,cmp308,Hardware,fan status (power supplies),PowerSupply7,FAIL,fan status is "notInserted"
26,cmp308,Hardware,fan status (power supplies),PowerSupply8,FAIL,fan status is "notInserted"
27,smv462,Hardware,fan status (power supplies),PowerSupply1,PASS
28,smv462,Hardware,fan status (power supplies),PowerSupply2,PASS
29,ta366,Hardware,fan status (power supplies),PowerSupply1,PASS
30,ta366,Hardware,fan status (power supplies),PowerSupply2,PASS
31,ta367,Hardware,fan status (power supplies),PowerSupply1,PASS
32,ta367,Hardware,fan status (power supplies),PowerSupply2,PASS
33,ta368,Hardware,fan status (power supplies),PowerSupply1,PASS
34,ta368,Hardware,fan status (power supplies),PowerSupply2,PASS
35,ta373,Hardware,fan status (power supplies),PowerSupply1,PASS
36,ta373,Hardware,fan status (power supplies),PowerSupply2,PASS
37,up522,Hardware,fan status (power supplies),PowerSupply1,PASS
38,up522,Hardware,fan status (power supplies),PowerSupply2,PASS
39,cmp308,Hardware,fan status (fan tray),Tray 1,PASS
40,cmp308,Hardware,fan status (fan tray),Tray 2,PASS
41,cmp308,Hardware,fan status (fan tray),Tray 3,PASS
42,cmp308,Hardware,fan status (fan tray),Tray 4,PASS
43,cmp308,Hardware,fan status (fan tray),Tray 5,PASS
44,cmp308,Hardware,fan status (fan tray),Tray 6,PASS
45,smv462,Hardware,fan status (fan tray),Tray 1,PASS
46,smv462,Hardware,fan status (fan tray),Tray 2,PASS
47,smv462,Hardware,fan status (fan tray),Tray 3,PASS
48,ta366,Hardware,fan status (fan tray),Tray 1,PASS
49,ta366,Hardware,fan status (fan tray),Tray 2,PASS
50,ta366,Hardware,fan status (fan tray),Tray 3,PASS
51,ta366,Hardware,fan status (fan tray),Tray 4,PASS
52,ta367,Hardware,fan status (fan tray),Tray 1,PASS
53,ta367,Hardware,fan status (fan tray),Tray 2,PASS
54,ta367,Hardware,fan status (fan tray),Tray 3,PASS
55,ta367,Hardware,fan status (fan tray),Tray 4,PASS
56,ta368,Hardware,fan status (fan tray),Tray 1,PASS
57,ta368,Hardware,fan status (fan tray),Tray 2,PASS
58,ta368,Hardware,fan status (fan tray),Tray 3,PASS
59,ta368,Hardware,fan status (fan tray),Tray 4,PASS
60,ta373,Hardware,fan status (fan tray),Tray 1,PASS
61,ta373,Hardware,fan status (fan tray),Tray 2,PASS
62,ta373,Hardware,fan status (fan tray),Tray 3,PASS
63,ta373,Hardware,fan status (fan tray),Tray 4,PASS
64,up522,Hardware,fan status (fan tray),Tray 1,PASS
65,up522,Hardware,fan status (fan tray),Tray 2,PASS
